crime_id,crime_type,crime_subtype,crime_date,crime_time,crime_day,crime_month,crime_year,crime_location,area_name,city,state,pincode,latitude,longitude,crime_description,weapon_used,entry_method,crime_method,target_type,victim_count,victim_gender,victim_age,injury_level,property_loss_amount,suspect_count,cctv_available,evidence_found,police_station,officer_assigned,case_status,fir_number,arrest_made,criminal_id,investigation_notes,created_at
CR-2023-00595,Extortion,Protection Racket,2023-10-31,19:39:20,Tuesday,October,2023,"276, Ganesh Chowk, Prabhat Road, Pune - 411004",Prabhat Road,Pune,Maharashtra,411004,18.512792,73.838248,A Extortion case involving Protection Racket was registered at Prabhat Road. The victim reported the incident. Forensic team dispatched to the site.,Iron Rod,Back door,Offense committed using Iron Rod. Entry via Back door. Under investigation.,Restaurant,1,Female,62,Severe,0.0,4,0,Weapon recovered,Deccan PS,Pankaj Singh,Closed,FIR/2023/DEC/00595,0,CRM-IND-03028,Case closed — insufficient evidence. No CCTV coverage at location. All leads exhausted.,2026-08-08 22:55:42
CR-2024-00596,Assault,Aggravated Assault,2024-01-27,17:23:59,Saturday,January,2024,"315, Tilak Residency, Lonavala, Pune - 410401",Lonavala,Pune,Maharashtra,410401,18.746466,73.405586,An incident of Assault (Aggravated Assault) occurred near Lonavala. The accused entered the Warehouse and committed the offense before fleeing the scene.,None,Key duplication,Offense committed using None. Entry via Key duplication. Under investigation.,Warehouse,2,Female,40,Fatal,0.0,2,1,DNA evidence,Lonavala PS,Vijay Yadav,Under Investigation,FIR/2024/LON/00596,0,,Investigation ongoing. CCTV footage secured. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:42
CR-2022-00597,Robbery,Home Invasion,2022-12-19,04:18:44,Monday,December,2022,"316, Laxmi Colony, Pune Station, Pune - 411001",Pune Station,Pune,Maharashtra,411001,18.525653,73.874622,An incident of Robbery (Home Invasion) occurred near Pune Station. The accused entered the Person and committed the offense before fleeing the scene.,Chain,Lock picking,"Armed with Chain, suspect threatened victims and demanded valuables via Lock picking.",Person,2,Male,36,None,4959440.96,1,0,None,Bundgarden PS,Tushar Deshmukh,Solved,FIR/2022/BUN/00597,1,CRM-IND-00864,Case solved. No CCTV coverage at location. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:42
CR-2025-00598,Murder,Domestic Dispute,2025-05-03,01:35:53,Saturday,May,2025,"127, Chhatrapati Apartments, Ganeshkhind, Pune - 411007",Ganeshkhind,Pune,Maharashtra,411007,18.538718,73.832303,A case of Domestic Dispute was reported at Ganeshkhind at approximately 01:35:53. The suspect targeted a Warehouse. Local residents alerted police after noticing suspicious activity.,None,Door break,Victim attacked with None. Fatal injuries sustained. Scene secured for forensics.,Warehouse,5,Female,76,Fatal,0.0,5,0,Mobile phone records,Shivajinagar PS,Omkar Sheikh,Under Investigation,FIR/2025/SHI/00598,0,,Investigation ongoing. No CCTV coverage at location. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:42
CR-2025-00599,Extortion,Land Grabbing,2025-02-17,19:40:56,Monday,February,2025,"21, Tilak Main Road, Market Yard, Pune - 411037",Market Yard,Pune,Maharashtra,411037,18.497377,73.870658,A case of Land Grabbing was reported at Market Yard at approximately 19:40:56. The suspect targeted a Street. Local residents alerted police after noticing suspicious activity.,Hammer,Door break,Offense committed using Hammer. Entry via Door break. Under investigation.,Street,1,Male,58,Fatal,0.0,2,0,Blood sample collected,Swargate PS,Girish Iyer,Closed,FIR/2025/SWA/00599,0,CRM-IND-01164,Case closed — insufficient evidence. No CCTV coverage at location. All leads exhausted.,2026-08-08 22:55:42
CR-2025-00600,Drug Offense,Drug Manufacturing,2025-06-29,16:44:53,Sunday,June,2025,"318, Sai Colony, Dehu Road, Pune - 412101",Dehu Road,Pune,Maharashtra,412101,18.672486,73.758282,A case of Drug Manufacturing was reported at Dehu Road at approximately 16:44:53. The suspect targeted a Jewelry Store. Local residents alerted police after noticing suspicious activity.,Pistol,Not applicable,Offense committed using Pistol. Entry via Not applicable. Under investigation.,Jewelry Store,3,Male,61,None,0.0,1,1,Eyewitness statement,Dehu Road PS,Anita Bhosale,Solved,FIR/2025/DEH/00600,1,CRM-IND-03211,Case solved. CCTV footage secured. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:42
CR-2024-00601,Cybercrime,Phishing,2024-04-16,02:16:42,Tuesday,April,2024,"488, Phule Apartments, Dhankawadi, Pune - 411043",Dhankawadi,Pune,Maharashtra,411043,18.465828,73.850693,Suspect(s) committed Phishing at a Park in Dhankawadi during 02:16:42. Officers responded within minutes of the alert.,Machete,Key duplication,Digital means used to commit fraud. Traced through IP analysis and transaction records.,Park,3,Male,76,None,3100552.87,5,0,Vehicle registration traced,Bharati Vidyapeeth PS,Rohan Shelke,Closed,FIR/2024/BHA/00601,0,CRM-IND-04144,Case closed — insufficient evidence. No CCTV coverage at location. All leads exhausted.,2026-08-08 22:55:42
CR-2024-00602,Assault,Bar Fight,2024-10-12,08:34:13,Saturday,October,2024,"90, Krishna Colony, Mayur Colony, Pune - 411038",Mayur Colony,Pune,Maharashtra,411038,18.49842,73.820161,Police received a complaint regarding Bar Fight at Hotel in Mayur Colony at 08:34:13. Investigation initiated and local CCTV footage is being examined.,None,Window break,Offense committed using None. Entry via Window break. Under investigation.,Hotel,1,Male,78,Moderate,0.0,2,0,Blood sample collected,Kothrud PS,Mukesh Dubey,Under Investigation,FIR/2024/KOT/00602,0,,Investigation ongoing. No CCTV coverage at location. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:42
CR-2022-00603,Theft,Pickpocketing,2022-03-04,23:50:23,Friday,March,2022,"492, Gandhi Apartments, Pashan, Pune - 411021",Pashan,Pune,Maharashtra,411021,18.538345,73.794638,Suspect(s) committed Pickpocketing at a Warehouse in Pashan during 23:50:23. Officers responded within minutes of the alert.,Sword,Window break,Suspect gained entry via Window break and stole valuables. Operated swiftly.,Warehouse,5,Female,17,Severe,796122.81,3,1,Vehicle registration traced,Chatushrungi PS,Atharva Verma,Solved,FIR/2022/CHA/00603,1,CRM-IND-03056,Case solved. CCTV footage secured. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:42
CR-2024-00604,Fraud,Financial Fraud,2024-07-15,18:01:51,Monday,July,2024,"52, Laxmi Complex, Alandi, Pune - 412105",Alandi,Pune,Maharashtra,412105,18.674348,73.893472,A case of Financial Fraud was reported at Alandi at approximately 18:01:51. The suspect targeted a Hotel. Local residents alerted police after noticing suspicious activity.,Hammer,Lock picking,Fraudulent documents used. Financial transactions routed through multiple accounts.,Hotel,4,Male,70,Minor,4383943.95,4,1,Mobile phone records,Alandi PS,Sumit Shaikh,Closed,FIR/2024/ALA/00604,0,CRM-IND-01470,Case closed — insufficient evidence. CCTV footage secured. All leads exhausted.,2026-08-08 22:55:42
CR-2024-00605,Murder,Crime of Passion,2024-03-19,08:55:23,Tuesday,March,2024,"209, Sai Residency, Wadgaon Sheri, Pune - 411014",Wadgaon Sheri,Pune,Maharashtra,411014,18.544369,73.917673,A Murder case involving Crime of Passion was registered at Wadgaon Sheri. The victim reported the incident. Forensic team dispatched to the site.,None,Key duplication,Victim attacked with None. Fatal injuries sustained. Scene secured for forensics.,Street,2,Male,18,Fatal,0.0,5,1,Weapon recovered,Chandannagar PS,Geeta Shaikh,Unsolved,FIR/2024/CHA/00605,0,,Case unsolved. CCTV footage secured. Special team assigned for re-investigation.,2026-08-08 22:55:42
CR-2023-00606,Sexual Offense,Harassment,2023-09-11,00:51:54,Monday,September,2023,"443, Sai Complex, Warje, Pune - 411058",Warje,Pune,Maharashtra,411058,18.49194,73.802594,Suspect(s) committed Harassment at a Jewelry Store in Warje during 00:51:54. Officers responded within minutes of the alert.,Knife,Key duplication,Offense committed using Knife. Entry via Key duplication. Under investigation.,Jewelry Store,1,Male,70,None,0.0,5,0,DNA evidence,Warje Malwadi PS,Chetan Nair,Solved,FIR/2023/WAR/00606,0,,Case solved. No CCTV coverage at location. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:42
CR-2023-00607,Kidnapping,Ransom Kidnapping,2023-07-29,13:35:09,Saturday,July,2023,"36, Krishna Galli, Pisoli, Pune - 411060",Pisoli,Pune,Maharashtra,411060,18.433882,73.911049,A Kidnapping case involving Ransom Kidnapping was registered at Pisoli. The victim reported the incident. Forensic team dispatched to the site.,Knife,Wall breach,Offense committed using Knife. Entry via Wall breach. Under investigation.,Warehouse,3,Female,38,Moderate,0.0,1,1,None,Kondhwa PS,Varun Khan,Unsolved,FIR/2023/KON/00607,0,,Case unsolved. CCTV footage secured. Special team assigned for re-investigation.,2026-08-08 22:55:42
CR-2024-00608,Cybercrime,UPI Fraud,2024-09-06,11:50:48,Friday,September,2024,"301, Ganesh Society, Prabhat Road, Pune - 411004",Prabhat Road,Pune,Maharashtra,411004,18.520055,73.834995,Suspect(s) committed UPI Fraud at a Park in Prabhat Road during 11:50:48. Officers responded within minutes of the alert.,Knife,Fire escape,Digital means used to commit fraud. Traced through IP analysis and transaction records.,Park,4,Female,35,None,2857956.86,4,1,Eyewitness statement,Deccan PS,Pankaj Singh,Solved,FIR/2024/DEC/00608,0,,Case solved. CCTV footage secured. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:42
CR-2024-00609,Murder,Contract Killing,2024-11-09,19:25:44,Saturday,November,2024,"472, Phule Residency, Phursungi, Pune - 412308",Phursungi,Pune,Maharashtra,412308,18.478972,73.943546,A case of Contract Killing was reported at Phursungi at approximately 19:25:44. The suspect targeted a Warehouse. Local residents alerted police after noticing suspicious activity.,Iron Rod,Lock picking,Victim attacked with Iron Rod. Fatal injuries sustained. Scene secured for forensics.,Warehouse,5,Male,39,Minor,0.0,3,1,CCTV footage available,Hadapsar PS,Aparna Pathan,Under Investigation,FIR/2024/HAD/00609,0,,Investigation ongoing. CCTV footage secured. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:42
CR-2025-00610,Robbery,Armed Robbery,2025-09-07,23:01:28,Sunday,September,2025,"180, Laxmi Galli, Mohammadwadi, Pune - 411060",Mohammadwadi,Pune,Maharashtra,411060,18.472113,73.906927,A Robbery case involving Armed Robbery was registered at Mohammadwadi. The victim reported the incident. Forensic team dispatched to the site.,None,Fire escape,"Armed with None, suspect threatened victims and demanded valuables via Fire escape.",Bank,5,Male,23,Minor,4377220.05,3,0,CCTV footage available,Kondhwa PS,Advait Shaikh,Under Investigation,FIR/2025/KON/00610,0,,Investigation ongoing. No CCTV coverage at location. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:42
CR-2022-00611,Assault,Domestic Violence,2022-02-15,05:38:19,Tuesday,February,2022,"197, Phule Complex, FC Road, Pune - 411004",FC Road,Pune,Maharashtra,411004,18.523809,73.841034,Police received a complaint regarding Domestic Violence at Jewelry Store in FC Road at 05:38:19. Investigation initiated and local CCTV footage is being examined.,Sword,Front door,Offense committed using Sword. Entry via Front door. Under investigation.,Jewelry Store,3,Male,33,None,0.0,3,0,DNA evidence,Deccan PS,Renu Khaire,Under Investigation,FIR/2022/DEC/00611,0,,Investigation ongoing. No CCTV coverage at location. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:42
CR-2024-00612,Extortion,Threatening,2024-11-13,23:44:23,Wednesday,November,2024,"65, Phule Nagar, Pimpri, Pune - 411018",Pimpri,Pune,Maharashtra,411018,18.626301,73.794822,A case of Threatening was reported at Pimpri at approximately 23:44:23. The suspect targeted a Park. Local residents alerted police after noticing suspicious activity.,Hammer,Fire escape,Offense committed using Hammer. Entry via Fire escape. Under investigation.,Park,1,Female,17,Fatal,0.0,5,1,Blood sample collected,Pimpri PS,Pankaj Pandey,Solved,FIR/2024/PIM/00612,1,CRM-IND-05399,Case solved. CCTV footage secured. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:42
CR-2022-00613,Murder,Domestic Dispute,2022-05-16,04:31:51,Monday,May,2022,"393, Gandhi Residency, Lonavala, Pune - 410401",Lonavala,Pune,Maharashtra,410401,18.751267,73.410561,A case of Domestic Dispute was reported at Lonavala at approximately 04:31:51. The suspect targeted a Jewelry Store. Local residents alerted police after noticing suspicious activity.,Pistol,Fire escape,Victim attacked with Pistol. Fatal injuries sustained. Scene secured for forensics.,Jewelry Store,4,Male,30,None,0.0,4,1,Weapon recovered,Lonavala PS,Vijay Yadav,Under Investigation,FIR/2022/LON/00613,0,,Investigation ongoing. CCTV footage secured. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:42
CR-2024-00614,Theft,Vehicle Theft,2024-05-26,06:46:00,Sunday,May,2024,"107, Patel Nagar, Mundhwa, Pune - 411036",Mundhwa,Pune,Maharashtra,411036,18.536524,73.922134,Police received a complaint regarding Vehicle Theft at Shop in Mundhwa at 06:46:00. Investigation initiated and local CCTV footage is being examined.,Sword,Front door,Suspect gained entry via Front door and stole valuables. Operated swiftly.,Shop,3,Male,45,Moderate,661228.48,1,0,Eyewitness statement,Mundhwa PS,Sita Thorat,Solved,FIR/2024/MUN/00614,1,CRM-IND-00204,Case solved. No CCTV coverage at location. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:42
CR-2024-00615,Drug Offense,Drug Possession,2024-11-25,16:31:19,Monday,November,2024,"108, Chhatrapati Apartments, Lohegaon, Pune - 411032",Lohegaon,Pune,Maharashtra,411032,18.593023,73.918691,An incident of Drug Offense (Drug Possession) occurred near Lohegaon. The accused entered the Warehouse and committed the offense before fleeing the scene.,Iron Rod,Fire escape,Offense committed using Iron Rod. Entry via Fire escape. Under investigation.,Warehouse,5,Male,22,Moderate,0.0,2,0,Digital evidence,Viman Nagar PS,Kiran Wagh,Under Investigation,FIR/2024/VIM/00615,0,,Investigation ongoing. No CCTV coverage at location. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:42
CR-2023-00616,Drug Offense,Drug Manufacturing,2023-12-10,23:05:07,Sunday,December,2023,"331, Patel Lane, Wadgaon Sheri, Pune - 411014",Wadgaon Sheri,Pune,Maharashtra,411014,18.546809,73.918123,An incident of Drug Offense (Drug Manufacturing) occurred near Wadgaon Sheri. The accused entered the House and committed the offense before fleeing the scene.,Pistol,Door break,Offense committed using Pistol. Entry via Door break. Under investigation.,House,3,Male,67,Fatal,0.0,2,0,Footprint analysis,Chandannagar PS,Ishaan Nikam,Under Investigation,FIR/2023/CHA/00616,0,,Investigation ongoing. No CCTV coverage at location. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:42
CR-2022-00617,Cybercrime,Hacking,2022-02-15,18:20:17,Tuesday,February,2022,"148, Shivaji Society, Camp, Pune - 411001",Camp,Pune,Maharashtra,411001,18.509128,73.881802,Suspect(s) committed Hacking at a House in Camp during 18:20:17. Officers responded within minutes of the alert.,Axe,Back door,Digital means used to commit fraud. Traced through IP analysis and transaction records.,House,3,Male,44,Minor,712582.78,4,0,Eyewitness statement,Lashkar PS,Prateek Ghodke,Solved,FIR/2022/LAS/00617,0,,Case solved. No CCTV coverage at location. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:42
CR-2022-00618,Drug Offense,Drug Manufacturing,2022-10-13,23:10:31,Thursday,October,2022,"363, Chhatrapati Society, Mohammadwadi, Pune - 411060",Mohammadwadi,Pune,Maharashtra,411060,18.467556,73.904874,A case of Drug Manufacturing was reported at Mohammadwadi at approximately 23:10:31. The suspect targeted a Bank. Local residents alerted police after noticing suspicious activity.,Pistol,Front door,Offense committed using Pistol. Entry via Front door. Under investigation.,Bank,4,Male,33,None,0.0,3,1,Eyewitness statement,Kondhwa PS,Vijay Deshmukh,Under Investigation,FIR/2022/KON/00618,0,,Investigation ongoing. CCTV footage secured. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:42
CR-2022-00619,Cybercrime,Phishing,2022-03-16,00:14:08,Wednesday,March,2022,"57, Chhatrapati Nagar, Bund Garden, Pune - 411001",Bund Garden,Pune,Maharashtra,411001,18.529835,73.884109,A case of Phishing was reported at Bund Garden at approximately 00:14:08. The suspect targeted a Restaurant. Local residents alerted police after noticing suspicious activity.,None,Fire escape,Digital means used to commit fraud. Traced through IP analysis and transaction records.,Restaurant,5,Male,14,None,1887835.39,5,1,Footprint analysis,Bundgarden PS,Radha Shah,Closed,FIR/2022/BUN/00619,0,CRM-IND-04453,Case closed — insufficient evidence. CCTV footage secured. All leads exhausted.,2026-08-08 22:55:42
